2016|6|1|PMJP|RECURSOS ORDINÁRIOS|40049|2016|2016-06-30|ORDINARIO|PREFEITURA MUNICIPAL DE JOAO PESSOA|31901100|VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL|SECRETARIA GESTÃO GOVERNAMENTAL E ARTICULAÇÃO POLÍTICA|FOLHA DE PAGAMENTO|61850|Sem Licitação|\N|\N|53161.96|2016-06-30|Pagamento de Empenho|1|45003.01|2017-01-16|00000|ADMINISTRAÇÃO|ADMINISTRAÇÃO GERAL|GARANTIR PAGAMENTO DE SALÁRIOS E ENCARGOS A SERVIDORES E PRESTADORES DE SERVIÇOS.|08806721000103|\N|4|102|DEPARTAMENTO  DE  ADMINISTRAÇÃO  E FINANÇAS|4|122|5001|2678|PAGAMENTO A PESSOAL|1575000.00|1805000.00|1178359.70|31901197|PESSOAL VINCULADO AO REGIME GERAL DA PREVIDÊNCIA SOCIAL|\N|\N|||0|201095|OFÍCIO|0676|1 : 1618 : 10264-4  (BANCO DO BRASIL S/A - C/10.264)|\N|\N
2016|12|2|EMLUR|RECURSOS DIRETAMENTE ARRECADADOS|220487|2016|2016-09-26|GLOBAL|DECARLINTO SERVIÇO NOTARIAL 10º OFICIO DE NOTAS|33903900|OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA|GABINETE DO PREFEITO|OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA|88488|Sem Licitação|\N|\N|262.00|2016-12-28|Liquidacao de Empenho|1|262.00|2017-01-16|00000|ADMINISTRAÇÃO|ADMINISTRAÇÃO GERAL|PROMOVER O APERFEICOAMENTO DOS SERVICOS ADMINISTRATIVOS , MAXIMIZAR A PRODUTIVIDADE DO SERVICO PUBLI|08271322000187|\N|2|201|SUPERINTENDÊNCIA DE LIMPEZA URBANA - EMLUR|4|122|5001|2041|MANUTENÇÃO DOS SERVIÇOS ADMINISTRATIVOS|428000.00|428000.00|422645.35|33903961|OUTROS SERVIÇOS DE TERCEIROS, PESSOA JURÍDICA|\N|\N|\N|\N|20|304095|\N|\N|\N|\N|\N
2016|3|23|ICV|RECURSOS DIRETAMENTE ARRECADADOS|310833|2015|2015-12-17|GLOBAL|B J COMERCIO DE ALIMENTOS LTDA|33903000|MATERIAL DE CONSUMO|SECRETARIA SAÚDE|GÊNEROS DE ALIMENTAÇÃO|131319|Pregão Presencial|101512014|12.184/2014|5891.13|2016-03-04|Liquidacao Empenho de Restos|1|5891.13|2017-01-16|00000|SAÚDE|ASSISTÊNCIA HOSPITALAR E AMBULATORIAL|PROMOVER A MELHORIA DA ASSISTENCIA GINECOLOGICA, OBSTETRICA E NEO-NATAL EM NIVEL AMBULATORIAL E HOSP|07227808000155|\N|13|208|INSTITUTO CÂNDIDA VARGAS-ICV|10|302|5061|2110|ASSISTÊNCIA AMBULATORIAL E HOSPITALAR|5525545.32|2670000.00|490144.50|33903002|GÊNEROS DE ALIMENTAÇÃO|\N|941751|\N|\N|20|303095|\N|\N|\N|\N|10.962/2015
2016|5|1|PMJP|RECURSOS ORDINÁRIOS|141375|2016|2016-01-29|ESTIMATIVO|OI MOVEL S/A|33903900|OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA|ENCARGOS GERAIS DO MUNÍCIPIO|SERVIÇOS DE TELECOMUNICAÇÕES|24003|Pregão Presencial|040332011|\N|30000.00|2016-05-10|Liquidacao de Empenho|4|1457.79|2017-01-16|00000|ADMINISTRAÇÃO|ADMINISTRAÇÃO GERAL|MANTER OS ENCARGOS COM O CONSUMO DE TELEFONE DESTINADO A REALIZAÇÃO DOS SERVIÇOS TÉCNICOS ADMINISTRA|05423963000111|\N|16|101|RECURSOS SOB A SUPERVISÃO DA SECRETARIA DA ADMINISTRAÇÃO|4|122|5001|2305|ENCARGOS COM TELEFONIA FIXA E MÓVEL DO PODER PÚBLICO|1206934.00|2000000.00|630510.00|33903953|SERVIÇOS DE TELECOMUNICAÇÕES|\N|\N|\N|\N|0|201095|\N|\N|\N|\N|\N
2016|2|13|FMS|SISTEMA ÚNICO DE SAÚDE - SUS|390709|2015|2015-03-23|GLOBAL|LABORATORIO PARAIBANO DE ANALISES CLINICAS LTDA|33903900|OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA|SECRETARIA SAÚDE|SERVIÇO MEDICO, HOSPITAL ODONTOLÓGICO E LABORATORIAIS|33196|Chamamento Público|100162014|03.395/2014|227902.00|2016-02-18|Pagamento Empenho de Restos|2|11841.41|2017-01-16|00000|SAÚDE|ASSISTÊNCIA HOSPITALAR E AMBULATORIAL|MANTER SERVICOS DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR DA REDE CONVENIADA/CONTRATADA|09235615000171|\N|13|301|FUNDO MUNICIPAL DE SAÚDE|10|302|5414|2871|MAC - REDE CONVENIADA/CONTRATADA/SUPLEMENTAR-  MANTER E IMPLEMENTAR A REDE SUPLEMENTAR DE SERVIÇOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR.|44123000.00|80000000.00|44905678.53|33903951|SERVIÇO MÉDICO, HOSPITAL, ODONTOLÓGICO E LABORATORIAIS|\N|227455|\N|\N|25|610095|OFÍCIO|578|1 : 1618 : 10987-8  (B.BRASIL - 10.987-8 - BLMAC)|\N|10.523/2015
2016|12|1|PMJP|RECURSOS ORDINÁRIOS|480255|2016|2016-12-29|ORDINARIO|FUNDO ARRENDAMENTO RESIDENCIAL - FAR|33504100|CONTRIBUIÇÕES|SECRETARIA HABITAÇÃO SOCIAL|ENTIDADES NÃO GOVERNAMENTAIS|116292|Dispensada por valor|\N|\N|114314.65|2016-12-29|Emissao de Empenho|1|-114314.65|2017-01-16|00000|ASSISTÊNCIA SOCIAL|HABITAÇÃO URBANA|CONSTRUIR HABITACOES POPULARES DOTADAS DE INFRAESTRUTURAS BASICAS.|03190167000150|\N|24|104|DIRETORIA DE PRODUÇÃO HABITACIONAL|8|482|5372|4464|CONSTRUIR HABITAÇÕES POPULARES DOTADAS DE INFRAESTRUTURAS BASICAS.|11606726.67|50.00|2407803.03|33504199|SEM SUBELEMENTO|\N|\N|\N|\N|0|201095|\N|\N|\N|\N|\N
2016|12|13|FMS|SISTEMA ÚNICO DE SAÚDE - SUS|392809|2016|2016-07-18|GLOBAL|HBL VENDAS E SERV. DE ARTIGO MEDICOS E ORTOPEDICOS LTDA - EPP|33903900|OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA|SECRETARIA SAÚDE|MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS|68533|Pregão Presencial|100992014|\N|36390.00|2016-12-02|Pagamento de Empenho|1|181.95|2017-01-16|00000|SAÚDE|ASSISTÊNCIA HOSPITALAR E AMBULATORIAL|ACOES  E SERVICOS DE MAC DO HMSI IMPLEMENTADAS E MANTIDAS|05000571000140|\N|13|301|FUNDO MUNICIPAL DE SAÚDE|10|302|5005|4290|MAC - HMSI - MANTER E IMPLEMENTAR OS SERVIÇOS DE MÉDIA E ALTA COMPLEXIDADE DO HOSPITAL MUNICIPAL SANTA ISABEL|5952000.00|5952000.00|3820369.50|33903945|MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS|\N|877697|\N|\N|25|610095|ORDEM BANCARIA|5E334612016|RETENÇÃO|EMPREENDER - JP - (Retido)|\N
2016|11|1|PMJP|RECURSOS ORDINÁRIOS|142362|2016|2016-07-14|GLOBAL|MARIA DAS GRAÇAS DA SILVA|33904800|OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS|SECRETARIA DESENVOLVIMENTO SOCIAL|AUXILIO FINANCEIRO - PESSOA FÍSICA|66260|Sem Licitação|\N|\N|1200.00|2016-11-10|Pagamento de Empenho|4|200.00|2017-01-16|00000|ASSISTÊNCIA SOCIAL|ASSISTÊNCIA COMUNITÁRIA|REALIZAR ATIVIDADES PREVENTIVAS ATRAVÉS DE VISTORIAS E SERVIÇOS EMERGENCIAIS, ALÉM DE TRABALHAR NA F|72582758434|\N|14|107|DIRETORIA DE ORGANIZAÇÃO COMUNITÁRIA E PARTICIPAÇÃO POPULAR|8|244|5129|2815|TRABALHO SOCIAL COMUNITÁRIO-TSC|2407800.00|1600000.00|474800.00|33904899|SEM SUBELEMENTO|\N|\N|\N|\N|0|201095|ORDEM BANCARIA|1E294872016|1 : 1618 : 9885-X  (BCO DO BRASIL S/A - C/9.885-X )|\N|\N
2016|4|1|PMJP|RECURSOS ORDINÁRIOS|140991|2016|2016-01-11|GLOBAL|MARIA JOSÉ BARBOSA|33904800|OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS|SECRETARIA DESENVOLVIMENTO SOCIAL|AUXILIO FINANCEIRO - PESSOA FÍSICA|20500|Sem Licitação|\N|\N|1200.00|2016-04-08|Pagamento de Empenho|3|200.00|2017-01-16|00000|ASSISTÊNCIA SOCIAL|ASSISTÊNCIA COMUNITÁRIA|REALIZAR ATIVIDADES PREVENTIVAS ATRAVÉS DE VISTORIAS E SERVIÇOS EMERGENCIAIS, ALÉM DE TRABALHAR NA F|87259923415|\N|14|107|DIRETORIA DE ORGANIZAÇÃO COMUNITÁRIA E PARTICIPAÇÃO POPULAR|8|244|5129|2815|TRABALHO SOCIAL COMUNITÁRIO-TSC|2407800.00|1600000.00|716800.00|33904899|SEM SUBELEMENTO|\N|\N|\N|\N|0|201095|ORDEM BANCARIA|1E057442016|1 : 1618 : 9885-X  (BCO DO BRASIL S/A - C/9.885-X )|\N|\N
2016|3|1|PMJP|RECURSOS ORDINÁRIOS|141421|2016|2016-03-07|GLOBAL|ROBERTO GERMANO BEZERRA CAVALCANTI|33903600|OUTROS SERVIÇOS DE TERCEIROS-PESSOA FÍSICA|SECRETARIA DESENVOLVIMENTO SOCIAL|LOCAÇÃO DE IMÓVEIS|31372|Dispensada por outros motivos|040082015|2015/019953|5486.10|2016-03-07|Emissao de Empenho|\N|-5486.10|2017-01-16|00000|ASSISTÊNCIA SOCIAL|ASSISTÊNCIA COMUNITÁRIA|FORTALECER A AMPLIAR A POLITICA SE SEGURANCA ALIMENTAR E NUTRICIONAL|08676275491|\N|14|106|DIRETORIA DE TRABALHO,  RENDA  E  ECONOMIA  SOLIDÁRIA|8|244|5137|2203|POLÍTICA DE SEGURANÇA ALIMENTAR|36000.00|36000.00|30513.90|33903625|LOCAÇÃO DE IMÓVEIS|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|04065/2015
2016|3|1|PMJP|RECURSOS ORDINÁRIOS|90059|2015|2015-01-30|GLOBAL|CASA FORTE- ENGENHARIA LTDA|33903900|OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA|ENCARGOS GERAIS DO MUNÍCIPIO|LOCAÇÃO DE VEÍCULOS|26775|Pregão Presencial|040092014|\N|447120.00|2016-03-30|Pagamento Empenho de Restos|1|78371.70|2017-01-16|00000|ADMINISTRAÇÃO|ADMINISTRAÇÃO GERAL|ASSEGURAR A OFERTA DE VEICULOS A SEREM LOCADOS PARA OS DIVERSOS ORGAOS DA ADMINISTRACAO MUNICIPAL A|12610267000180|\N|16|101|RECURSOS SOB A SUPERVISÃO DA SECRETARIA DA ADMINISTRAÇÃO|4|122|5001|2340|ENCARGOS COM LOCAÇÃO DE VEÍCULOS|7171000.00|5171000.00|3128958.04|33903995|LOCAÇÃO DE VEÍCULOS|\N|\N|\N|\N|0|201095|ORDEM BANCARIA|1R046492015|1 : 1618 : 9885-X  (BCO DO BRASIL S/A - C/9.885-X )|\N|\N
2016|4|1|PMJP|RECURSOS ORDINÁRIOS|60022|2016|2016-01-12|GLOBAL|SERVIC- SERVICOS DE CONSTRUCAO  E TELECOMUNICACOES LTDA|33903900|OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA|ENCARGOS GERAIS DO MUNÍCIPIO|OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA|21158|Pregão Presencial|040932014|\N|85320.00|2016-04-11|Pagamento de Empenho|3|121.50|2017-01-16|00000|ADMINISTRAÇÃO|ADMINISTRAÇÃO GERAL|MANTER EM BOM ESTADO DE CONSERVAÇÃO O CENTRO ADMINISTRATIVO , CONTRIBUINDO PARA A GARANTIA E ZELO DO|03075338000109|\N|16|101|RECURSOS SOB A SUPERVISÃO DA SECRETARIA DA ADMINISTRAÇÃO|4|122|5001|2174|MANUTENÇÃO DO CENTRO ADMINISTRATIVO MUNICIPAL E CONSERVAÇÃO DOS BENS MÓVEIS E IMÓVEIS|650000.00|700000.00|421081.24|33903961|OUTROS SERVIÇOS DE TERCEIROS, PESSOA JURÍDICA|\N|\N|\N|\N|0|201095|ORDEM BANCARIA|5E067482016|RETENÇÃO|EMPREENDER JP. - (Retido)|\N
2016|5|1|PMJP|RECURSOS ORDINÁRIOS|141050|2016|2016-01-11|GLOBAL|JOSELINE BEZERRA WANDERLEY|33901800|AUXÍLIO FINANCEIRO A ESTUDANTES|SECRETARIA DESENVOLVIMENTO SOCIAL|AUXÍLIO FINANCEIRO A ESTUDANTES|20219|Sem Licitação|\N|\N|879.96|2016-05-10|Pagamento de Empenho|4|146.66|2017-01-16|00000|ASSISTÊNCIA SOCIAL|ATENÇÃO BÁSICA|CONTRIBUIR PARA INCLUSAO SOCIAL DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, GARATINDO ACESSO À|04926660407|\N|14|105|DIRETORIA DE ASSISTÊNCIA SOCIAL|8|301|5170|1528|PROGRAMA BOLSA UNIVERSITÁRIA|689672.00|700000.00|424771.90|33901899|SEM SUBELEMENTO|\N|\N|\N|\N|0|201095|ORDEM BANCARIA|1E105472016|1 : 1618 : 9885-X  (BCO DO BRASIL S/A - C/9.885-X )|\N|\N
2016|1|13|FMS|SISTEMA ÚNICO DE SAÚDE - SUS|391155|2015|2015-04-29|GLOBAL|INSTITUTO WALFREDO GUEDES PEREIRA|33503900|OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA|SECRETARIA SAÚDE|SERVIÇO MEDICO, HOSPITAL ODONTOLÓGICO E LABORATORIAIS|49557|Sem Licitação|\N|\N|5526486.72|2016-01-07|Pagamento Empenho de Restos|2|8955.00|2017-01-16|00000|SAÚDE|ASSISTÊNCIA HOSPITALAR E AMBULATORIAL|PROMOVER AS ACOES ESTRATEGICAS DE MEDIA E ALTA COMPLEXIDADE- FAEC- NA ASSISTENCIA AMBULATORIAL E HOS|09124165000140|\N|13|301|FUNDO MUNICIPAL DE SAÚDE|10|302|5005|4244|FAEC - MAC - MANTER E IMPLEMENTAR AS AÇÕES ESTRATÉGICAS DE MÉDIA E ALTA COMPLEXIDADE|11800000.00|8500000.00|5953223.28|33503951|SERVIÇO MÉDICO, HOSPITAL, ODONTOLÓGICO E LABORATORIAIS|\N|075311|\N|\N|25|610095|OFÍCIO|1379|1 : 1618 : 12808-2  (B.BRASIL - 12.808-2 - FAEC)|\N|\N
2016|10|2|EMLUR|RECURSOS ORDINÁRIOS|220475|2016|2016-08-31|ORDINARIO|JPM JOÃO PESSOA MERCANTIL EIRELI|33903000|MATERIAL DE CONSUMO|GABINETE DO PREFEITO|GÊNEROS DE ALIMENTAÇÃO|82029|Pregão Eletrônico|000052016|\N|6321.52|2016-10-07|Pagamento de Empenho|1|94.82|2017-01-16|00000|URBANISMO|SERVIÇOS URBANOS|DOTAR O SUPORTE OPERACIONAL E APERFEIÇOAR O PROCESSO DA LIMPEZA URBANA CRIANDO MEIOS  PARA SUPRIR AS|15155318000119|\N|2|201|SUPERINTENDÊNCIA DE LIMPEZA URBANA - EMLUR|15|452|5126|2179|MANUTENÇÃO DE SERVIÇOS OPERACIONAIS|1610000.00|1510000.00|326726.81|33903002|GÊNEROS DE ALIMENTAÇÃO|161977774|\N|\N|\N|0|304095|OFÍCIO|0988|RETENÇÃO|EMPREENDER-JP - (Retido)|\N
2016|3|13|FMS|TRANSF. DE RECURSO DO ESTADO PARA PROGRAMA DE SAÚDE|391364|2016|2016-03-23|ORDINARIO|CLASSE A - SERVIÇOS DE BUFFET  E RECEPÇOES LTDA|33909200|DESPESAS DE EXERCÍCIOS ANTERIORES(5)|SECRETARIA SAÚDE|DESP DE EXERC ANT - SAÚDE - CUSTEIO|30031|Sem Licitação|\N|\N|27750.00|2016-03-23|Emissao de Empenho|1|-27750.00|2017-01-16|00000|SAÚDE|SERVIÇOS FINANCEIROS|EFETUAR O PAGAMENTO DE DESPESAS  DE EXERCICIOS ANTERIORES|06103305000105|\N|13|301|FUNDO MUNICIPAL DE SAÚDE|10|694|5320|2609|ENCARGOS DE EXERCÍCIOS ANTERIORES  INERENTES AS AÇÕES DO FUNDO MUNICIPAL DE  SAÚDE|1201000.00|1000.00|698549.03|33909299|SEM SUBELEMENTO|\N|919641|\N|\N|30|610095|\N|\N|\N|\N|\N
